	GSM2601334	GSM2601335	GSM2601336	GSM2601337	GSM2601338	GSM2601339	GSM2601340	GSM2601341	GSM2601342	GSM2601343	GSM2601344	GSM2601345	GSM2601346	GSM2601347	GSM2601348	GSM2601349	GSM2601350	GSM2601351	GSM2601352	GSM2601353	GSM2601354	GSM2601355	GSM2601356	GSM2601357	GSM2601358	GSM2601359	GSM2601360	GSM2601361	GSM2601362	GSM2601363	GSM2601364	GSM2601365	GSM2601366	GSM2601367	GSM2601368	GSM2601369	GSM2601370	GSM2601371	GSM2601372	GSM2601373	GSM2601374	GSM2601375	GSM2601376	GSM2601377	GSM2601378	GSM2601379	GSM2601380	GSM2601381	GSM2601382	GSM2601383	GSM2601384	GSM2601385	GSM2601386	GSM2601387	GSM2601388	GSM2601389	GSM2601390	GSM2601391	GSM2601392	GSM2601393	GSM2601394	GSM2601395	GSM2601396	GSM2601397	GSM2601398	GSM2601399	GSM2601400	GSM2601401	GSM2601402	GSM2601403	GSM2601404	GSM2601405	GSM2601406	GSM2601407	GSM2601408	GSM2601409	GSM2601410	GSM2601411	GSM2601412	GSM2601413	GSM2601414	GSM2601415	GSM2601416	GSM2601417	GSM2601418	GSM2601419	GSM2601420	GSM2601421	GSM2601422	GSM2601423	GSM2601424	GSM2601425	GSM2601426	GSM2601427	GSM2601428	GSM2601429	GSM2601430	GSM2601431	GSM2601432	GSM2601433	GSM2601434	GSM2601435	GSM2601436	GSM2601437	GSM2601438	GSM2601439	GSM2601440	GSM2601441	GSM2601442	GSM2601443	GSM2601444	GSM2601445	GSM2601446	GSM2601447	GSM2601448	GSM2601449	GSM2601450	GSM2601451	GSM2601452	GSM2601453	GSM2601454	GSM2601455	GSM2601456	GSM2601457	GSM2601458	GSM2601459	GSM2601460	GSM2601461	GSM2601462	GSM2601463	GSM2601464	GSM2601465	GSM2601466	GSM2601467	GSM2601468	GSM2601469	GSM2601470
Genes up-regulated in replicative senescent fibroblasts	-0.341929973384551	-0.218635776247661	-0.248165365984216	-0.250352478759934	0.195830156092687	-0.163652713045168	-0.292745449376077	-0.322456162018154	0.179985677070939	0.263327331935748	-0.24226137904331	-0.273853882869781	0.229669567982773	-0.265852159701253	-0.193808606651877	-0.179261196010239	-0.219426096548671	0.236112264023828	-0.320636319840982	-0.2104843154218	-0.396801811268776	0.251954235924043	0.28944124193921	-0.234492010595033	0.230346525042447	-0.21487901540996	-0.174563834403866	0.259828190916447	-0.277150608950792	0.1923372369313	-0.293590599942587	-0.236115628932155	-0.233067945165344	-0.297606665463905	-0.182554948364135	-0.333533720631076	-0.266993407571336	-0.271708600820768	-0.28172521026408	-0.196482309344939	-0.190130157781844	-0.308752623043084	-0.224547328002842	-0.212031878806762	-0.37630909723182	-0.207272862331723	-0.389194431335116	0.194593202466682	-0.288392206255635	-0.346545703516505	0.289635756267895	0.178119372090443	-0.338417756762946	-0.241555223977898	-0.195535370282458	-0.238174386152738	-0.185048712336551	0.206388769892802	-0.233407080532966	-0.206779624043461	0.312500150102206	-0.289201465267133	-0.176750801704699	0.219238564796126	-0.231568866308617	0.190910361139226	0.273291739166955	-0.202324333288363	0.242841613444774	0.275218429539839	-0.174836505729068	-0.326885122298533	0.188732426897277	0.206844121527211	0.230907855369681	-0.233728873920374	-0.193461584993423	-0.182439328973117	-0.237619547021102	-0.210187054402509	0.195435300979025	0.182311399099002	-0.212346006201214	0.340763469373494	-0.196950874319624	-0.338642730935887	0.257966880782808	-0.322588949256956	-0.259109406812741	0.250624060759284	0.200445997192133	-0.248347104902031	0.312507130714523	-0.321716272955732	0.264513079160522	0.246387765553724	-0.314693710957009	-0.446379782058119	-0.314920975096523	-0.245656163682912	-0.347153114112687	-0.233942302877701	0.325244007290998	-0.218932271980759	-0.284837379519061	0.222062647729029	-0.187195149324537	-0.212424582023752	0.234577245752413	-0.328188956451265	0.237768603817997	0.301624330615451	0.184840220426517	0.188710425251508	-0.215635302589688	-0.256298226750913	0.191251908626349	0.407853372337892	0.203470796214009	0.237903299609342	-0.19597924185978	-0.308919764815877	-0.269050855062215	0.253264518043293	-0.203708038037821	-0.194058512914558	-0.243857082539825	-0.235900087884852	-0.211372668859916	-0.190388314599571	-0.245300460037835	-0.197067023012987	0.26517379971716	0.183092150200565	-0.280738864636335	0.284452548307193	-0.258216009706549
Genes upregulated in Ras-induced senescence	-0.215832726713416	0.282476100821758	-0.194445250027821	-0.202413776834808	0.233523132836426	0.275875076061188	-0.281557545051023	-0.238019315722706	0.238131399391985	-0.18326367733973	0.218918392429967	-0.197969447635264	0.353456419318801	-0.322469179517566	0.213314728998477	0.244637320590702	0.18350677935685	0.352010040314605	0.225906453965183	-0.227417129252052	-0.340630221261505	0.232579724778155	0.279152505653665	0.264087672677855	0.267312578991027	-0.293673731244673	0.263238553430147	0.268349680455749	-0.250701688648069	0.299061392983871	-0.273871843605492	0.202744188471545	0.305229291640325	-0.223914854021355	-0.319059943611429	-0.286034969589882	-0.231564337700322	-0.317085354676233	0.281111575529087	0.286142260735401	-0.222478168241828	0.158369924446499	-0.16708324030511	-0.204211044091197	-0.374140971143106	0.218256377714188	-0.256441921251985	0.344227417542925	-0.278704411340995	-0.319788138141537	0.386751711984213	0.201074369583334	-0.33974282640994	0.205869940705499	-0.188160467964822	-0.316646293615728	0.186323965460709	-0.314911577001578	0.188354027122371	-0.277598179108306	-0.198895585937264	-0.219452275233095	-0.251139181645431	0.28280742388772	-0.278970049282468	-0.248569662429192	0.390733316042403	-0.344681006805557	-0.216812501120272	-0.201947185733037	-0.23988568359252	0.199545028436837	-0.420811025961505	-0.32469929361021	-0.177089892494455	0.251001090276498	-0.260360170912643	0.251545053220499	-0.380214718457525	-0.230197570238177	0.194855837694604	-0.27379139473096	0.213878178922699	0.260766302282857	0.234872239852289	-0.278872413717866	-0.176649640299063	0.176244791864848	-0.316465089756754	0.304785120408258	-0.25580491466337	-0.193765322030373	0.222870364899939	-0.2481087323723	0.177548693638268	0.276218268879713	-0.233867677203379	-0.255130021127334	-0.268861160685316	-0.206772058352332	-0.343088108714382	-0.184754396838189	0.19957443787839	-0.294254806126592	-0.376305114087607	-0.184410062611831	-0.301956954166202	-0.418129133188976	-0.20854407096742	-0.396284289109326	-0.275754074106906	0.331903004426929	-0.203624984878974	-0.196387523810282	-0.334130811083285	-0.291758444878085	-0.252213907532917	0.342738326203319	-0.228403964777577	-0.252332564676175	-0.35249382318601	-0.371368866732393	-0.416263068825488	-0.315083679587852	-0.241425285175252	-0.325912952227679	-0.316622659206873	-0.233868317679169	-0.270602079159568	-0.292835099600478	-0.269983311284246	-0.351703189457607	0.208698953734699	0.176514842329903	0.239953005781294	-0.223217209040729	-0.232729542060784
CARDness	0.211158948138342	0.197895204284319	-0.297998302704985	-0.192961491879372	0.337555010650731	0.278503207311265	-0.358237943254078	-0.240483587627046	-0.206108217086576	0.278491834219741	0.192926033948506	0.18142547299858	0.379777336964221	-0.213764507742224	-0.19112086120922	0.405682000120765	0.187805149311012	0.357919884723745	0.165644761314137	-0.166059060623864	-0.315071698106804	-0.193481419978452	0.302846490045682	-0.15219149788323	0.328779271470008	0.208033011865327	0.181475279396003	0.302126266168693	-0.340435093892958	0.368872630527015	-0.254472291139147	-0.149553155032258	0.411497196831558	-0.173639184078068	-0.276625126933155	-0.234701185679853	-0.267234890227737	-0.187475695014171	0.220732241856691	0.338405138299257	-0.142600147834271	-0.163035660704679	-0.163210408498471	-0.14877983648841	-0.292726398322232	0.210428810283446	-0.300737766385577	0.301005788786173	-0.310686864787766	-0.301005057657024	0.300071126822053	0.349216146612798	-0.30275158101709	0.316611963241065	-0.231176557405144	-0.217851449431615	0.292403110972564	-0.218323376801381	0.132506861957646	-0.242620954621039	-0.213837027521879	-0.191882502941233	-0.234989963581429	0.29209657802225	-0.275486323883949	-0.231689717938894	0.272508677689226	-0.224718065791965	-0.269495847367065	0.179265319126415	0.256055294730666	0.2055753780686	-0.403076968388992	-0.293430875134735	0.228015650450541	0.218476119147825	-0.178786015145616	0.319444253347083	-0.358685188409163	-0.216575848727173	-0.265176437087298	-0.225796726703395	0.159673143301537	0.217277608918542	0.243516987970512	-0.181012480182606	0.231822314857962	-0.245651715553765	-0.262321797741051	0.342691081980079	-0.226634396746965	0.267121029719451	0.344676900009748	-0.150724940237609	0.229957134061817	0.364111885437093	-0.186686113023795	0.348031323486302	-0.184487078531417	0.221820707757109	-0.2775674428464	0.263985857420601	-0.306928388605043	-0.235753038570211	-0.291649293312405	0.316407723065469	-0.286932587424255	-0.339457899449548	-0.129416225160613	-0.281682965620052	0.205245720104831	0.34081565376251	0.24875443638868	-0.276836429207166	-0.278957391096011	-0.315583531985809	-0.282160108003287	0.384633767699124	0.262465031864524	-0.218101211901562	-0.172346775604678	-0.232175076994192	-0.311533877286516	-0.316384830034968	0.272668478628792	-0.157182634017011	-0.270214104842959	-0.239413473892148	0.182004433118011	-0.394221127351655	-0.287569156639707	-0.149981653767782	0.229484178874651	-0.167372344871612	0.298532676110473	-0.241675422092477	0.176493012283669
E2F target genes	-0.595949639203876	-0.235415025793004	0.328318582606925	0.477689324707915	-0.500335612598207	-0.35783308680315	-0.161670602363466	0.493170474464586	-0.315631606065183	-0.607569408099063	0.241539837778525	0.255385124772998	-0.556525754166042	-0.324571868496269	-0.259630393874346	-0.651749226786328	-0.318485802276547	-0.41877648914043	0.544210310691999	0.289014824266662	0.495700120102742	-0.191492148713127	-0.653156583798467	0.356672875086367	-0.712115563193813	0.390803065420746	0.219155298404508	-0.70530644844477	-0.218085011232275	-0.582502367103402	0.469399028579708	-0.198678609994094	-0.344786576229448	-0.484137350519824	0.314167495692855	0.214009844256572	0.38415831138201	0.431383876920082	0.403626159733909	-0.282442828782634	0.345038434931323	-0.339059711642397	-0.509124487603732	-0.276041719735952	0.225534234173143	-0.262231424378883	0.609752683974489	-0.383936636921313	0.428893171697814	0.621231806881346	-0.453107747898513	-0.726997821136152	0.571957675135073	-0.283524862144248	0.432173550235508	0.365612930361852	-0.355214194327583	0.3692698517683	-0.441019182842713	0.498429866058259	0.340837340396797	0.216986316286644	0.295733171360343	-0.597115955420893	0.490256527511456	-0.482849774009171	-0.61009236986958	-0.346343303232552	0.50960518854097	0.213839520597989	0.221715066904532	0.279234845461361	0.562792500154373	0.25624623498996	0.38258080501668	-0.436342998835244	0.398534047807128	-0.580480630239061	0.449113144385318	0.20788099401125	0.453498118778512	0.272436883259292	-0.447037360699125	-0.550436326901445	-0.55958599904371	0.365243494474872	-0.293258564777607	0.624687882212992	0.176190424458879	-0.632379420784392	0.243222161495555	0.232439220209354	-0.644405512935789	0.38818705141023	-0.549809861260111	-0.538966560903845	0.288261376839939	-0.592068662708623	0.377350829156553	-0.509364116470221	-0.327796718354079	-0.250046653408559	0.300219779510068	0.282415892296347	0.552568971427797	-0.551884553398742	0.318330768757561	0.49585073297165	-0.469613959126007	0.421325655133646	0.454799775683332	-0.675148110205771	0.192032119483556	0.474330765695835	0.353517789819972	0.57887871002283	0.3458975447084	-0.737399612148524	-0.28723263766165	-0.19155144675139	0.415479612502948	0.559885915240551	0.465137951855045	0.242054703324294	-0.547617919888944	0.243836607509163	0.539103296071632	-0.608470988135183	-0.260045735374613	0.50526463414484	0.350424398020869	-0.247416887097719	-0.666458695974575	-0.348512094271862	-0.37191476653829	0.401381984449245	0.43939919771405
GO_CELL_AGING	-0.307139899841436	0.249958834709192	0.286322054170345	0.241592312406861	-0.200950055687495	-0.306611062385064	-0.190819364810276	0.256039603137806	0.27670440118704	-0.339456884530111	0.198845647131675	-0.208632594279522	-0.175296908690428	-0.351562628048036	0.210942375501618	-0.341165280864651	-0.311762908603415	-0.199638167499182	0.33249984569645	-0.281826073404737	-0.213992278039059	0.235924676817579	-0.214972770352859	0.216493088743245	-0.333071435154567	-0.222751677467228	0.260253531977783	-0.304561929850809	-0.235090979035966	-0.240665978304336	0.236981434026149	0.209554352185887	-0.194662258408963	-0.2848192014644	0.205270331586919	-0.242194213339563	-0.199797405013665	0.219413535802968	0.304204239801877	0.200416969166982	-0.215188028505304	-0.235525153785373	-0.289672152680297	-0.204644232425315	0.213067305260202	0.244727958966148	0.227100165026609	0.206626948516022	0.284158143705482	0.248866941554418	0.214424236014592	-0.356512523737213	0.267231147531803	0.220320807321235	0.233633839092175	-0.203292006986518	-0.232001749085145	-0.213799042574578	-0.293393986388381	0.311646434516848	0.31024363404883	-0.203709106150272	-0.330188439652543	-0.283130287236806	0.252378792594163	-0.30260628492309	-0.266900640267827	-0.38539977994078	0.273989880188619	-0.282779073845227	-0.210120662421288	0.222229339142995	-0.246025799810105	-0.245007354327842	-0.198139537667052	-0.209341893712009	-0.21097101211746	-0.296782574406603	-0.252513436249121	0.247060145689256	0.262487202308013	0.202054720414192	-0.205971082260662	-0.278388398633278	-0.246592250535752	0.264320321618342	-0.289162702615622	0.342490898776748	-0.168749181980122	-0.276649077996472	-0.19994144388614	-0.188842452573011	-0.34906929183407	0.250854254484734	-0.335562216771203	-0.222430799716025	-0.241513328954058	-0.437921598410289	-0.245664083087774	-0.379113133284038	-0.20431448779393	-0.208698160958552	0.23938527818827	0.188767692497745	0.214401458340389	-0.40168553641411	0.271716448046476	0.169561062871432	-0.244436304432213	-0.198467844525175	0.249633949804497	-0.262778980838202	-0.24890167506074	0.302991478312324	0.220633782705943	0.263788658369039	0.260703809339778	-0.313362646302677	-0.24903116042728	0.280563146213317	0.219375972309276	-0.21304504585397	-0.239427870622915	-0.290969399587314	-0.391775985388691	-0.289232312027016	0.330613919843384	-0.249815712371909	-0.377120681267536	0.283305197334909	0.212985384029731	-0.303399069039477	-0.323512634634126	-0.28585651403326	-0.278396059698309	-0.196523786708178	-0.204858766866926
GO_MULTICELLULAR_ORGANISM_AGING	-0.380040698311887	0.303286738932419	0.227639344683337	-0.298182467516575	-0.299089754692797	0.280226328526382	0.21288529912497	0.237373358184567	0.295177233633488	-0.243843664951674	-0.210997031043422	0.311804072064848	0.268357394089362	-0.148361300894681	0.206739182705459	-0.296474616058775	0.312808235448757	-0.234578867344169	0.230598152255949	-0.19795130599218	0.202227360839931	-0.203690974649491	-0.278169493856846	0.282902704863151	0.239230010623351	0.261127744854402	0.340502327237654	-0.280618477077045	0.175340156093221	-0.38180075846143	-0.318099104963152	-0.243712244921835	0.27640957252249	-0.238083555200961	0.357233727879039	0.237285156462757	-0.190946065609468	0.256354652963393	0.264508095239244	-0.228202320940563	0.197218013655388	-0.257905519170868	0.234696942633944	0.178591859575505	-0.289784494952585	0.38003780925624	0.288026807888116	-0.226100498576073	-0.25069752214881	0.247772957826755	0.24084254429666	-0.292686670250085	-0.276821097207542	-0.342223823132112	-0.227442706950208	0.221109281462539	0.273603368416677	-0.326758284403332	-0.39654693765636	0.370734452311732	0.234430567489383	0.236312444877563	0.190718593863819	-0.304814070819499	-0.272407120383457	-0.381306917245825	-0.251897037034825	-0.27765345213285	-0.259217663145337	-0.317724101318867	0.311427591651413	0.402061527163133	0.225271061082103	0.219389830534246	0.186113029960329	0.239297218723538	-0.229537888369362	-0.376708704244703	-0.300185949435455	-0.265953816832582	0.218484872546701	-0.217576895742607	-0.226102395704435	-0.39359930907987	0.239452196854172	-0.330082631904042	-0.23222841217628	0.282208206270308	0.24722887617449	-0.291555546846512	0.241432818720455	-0.259131050331212	-0.25313500691768	0.264425676889997	-0.370988327137085	0.309537337925841	0.338650586404846	-0.336764696938897	0.328130515058964	-0.291864281456722	-0.322381054737744	0.222952157216577	-0.368671214542753	-0.165740238768418	0.23098661406717	-0.357068674016389	-0.188048361971172	-0.248842483806932	-0.33777082735665	0.243533142276098	-0.24049979507392	-0.299981532511469	-0.289139620543439	0.342192355565656	0.181941307424322	0.321870904799331	-0.300181649142373	-0.247308647677111	-0.37017301338813	-0.379237983059222	0.257090569759431	0.203451489260823	-0.321041659142637	-0.164409081584913	-0.221506032950205	-0.34952695158385	0.200720283750314	-0.413382049063007	-0.233257803208608	0.314293983408097	0.230101919547087	-0.239530765244442	-0.449782497470781	-0.278817938155547	-0.343141219253918	-0.212743162376685	0.248183368794432
HALLMARK_E2F_TARGETS	-0.613974456670135	-0.213145869146011	0.348238070737389	0.476469764392387	-0.516526950626835	-0.36716699883385	-0.175710733094524	0.509147704020646	-0.291997172944246	-0.620026616852142	0.244751936849044	0.282119228670785	-0.555501674995064	-0.338407496348451	-0.257806317137583	-0.663884987500644	-0.330362213003468	-0.415468501922374	0.550299103800337	0.300948805646907	0.485160703329	-0.189245098103836	-0.659514125017268	0.365420948952965	-0.716497100828234	0.399394286667197	0.222988661894854	-0.722094405349944	-0.203449802601791	-0.593078222333556	0.488203302110529	-0.19257136044467	-0.336824205630151	-0.488283333682153	0.315665765849605	0.204154898831484	0.371719767293134	0.444902216711822	0.419518730705502	-0.282873469008077	0.366479890626329	-0.361616936075685	-0.528364739911677	-0.262696953676502	0.211169628008083	-0.246508686666459	0.616366082313209	-0.384088454559748	0.422604600529036	0.621642893969512	-0.446965678530476	-0.738420268182474	0.566170312715968	-0.293542517988728	0.431564323733012	0.367391762962606	-0.366650512910886	0.381850563021319	-0.453820803592944	0.507157463087002	0.349694481696424	0.190013325440697	0.311171339997055	-0.616619114036699	0.499998883477325	-0.470076034277798	-0.606236413136774	-0.351147168947727	0.520164914000867	0.219339417014306	0.229773572420533	0.266844236132986	0.570219000687434	0.262918203038719	0.389523596811836	-0.44208973889171	0.406432286964404	-0.584367060413579	0.447100531423658	0.213868952808129	0.476443906903086	0.261409484228853	-0.46640472415917	-0.558838655417887	-0.573024899196544	0.353055279823305	-0.29974310552439	0.625826179672723	0.168257507954544	-0.650378771439047	0.256650642493408	0.238868711828627	-0.665099597957208	0.406896900660392	-0.572994797472101	-0.551244912966155	0.28002496419416	-0.60297315107455	0.369077432746408	-0.521331922076807	-0.348138820531996	-0.278844225301882	0.300176020841592	0.305904675336163	0.555273790599483	-0.556610243500002	0.341542881011306	0.503389894643274	-0.465337747045461	0.439968077752511	0.481312899590265	-0.685408861197757	0.19357156142299	0.489790473552582	0.35463591488734	0.58484256753781	0.337226726654107	-0.74530502733719	-0.273095216785673	-0.191775791570881	0.434265651284092	0.567452300605957	0.465924622327252	0.242724793313767	-0.550595131886599	0.236919125595658	0.55526134612838	-0.617835507891907	-0.252522886477414	0.526939842631271	0.349498385991098	-0.259918642880681	-0.68804600100822	-0.362801119394834	-0.384625320065118	0.439184420705415	0.432910067749843
HALLMARK_PROTEIN_SECRETION	-0.250073559223543	0.324774220256767	-0.178546585083138	-0.303194082506857	0.280397547146676	0.373169472375519	-0.271840976544273	-0.223061844810219	0.253305806775602	0.30413230570318	0.253305162367717	-0.18607501655269	0.322499328143405	-0.223920400048722	0.233958056649306	0.3267816510818	0.298349825886591	0.395169338544338	0.273447298669818	0.207581079854006	-0.371298372817026	0.235296544671575	0.324302634265625	0.243150631379781	0.349488140599073	0.212306585693364	0.291778848763872	0.355378138504039	-0.198834481011743	0.334140302561596	-0.290431480464014	0.252003285381724	0.310115907062243	-0.374906291054627	-0.202056204241391	-0.223293500248074	0.23895374393495	-0.218853222342801	0.231581755787616	0.327619858146592	0.326890310408056	0.264891836221252	-0.241892506194451	-0.210904600769089	-0.346640439360694	0.204160313173473	-0.266802211325844	0.29558315366555	-0.290701625159825	-0.255730186883936	0.339948559785205	0.186401197048192	-0.400221044066952	-0.217553893655068	0.248672662828742	-0.327820777542994	-0.235774655417283	-0.261605317763136	-0.2761305615715	-0.207774587339688	-0.245107200702076	-0.310377762435386	-0.369441953050661	0.277479457157886	-0.205770840129993	-0.262796873121139	0.276491304027629	-0.382086517387662	-0.224719352359378	-0.207217708335976	-0.290996297249355	-0.262101365283811	-0.326652264091934	-0.321707516474087	-0.263619885039566	-0.332759884004759	-0.215558731667476	-0.208182517526689	-0.319861107776792	-0.356727867242903	-0.222350743065611	-0.257453457314515	-0.225056216167564	-0.223915710540113	0.212740554460844	-0.276867079872007	-0.267959063701705	-0.288928348538919	0.213381323410185	0.397196364422724	-0.325019697073978	-0.285144242286227	-0.24854483502061	-0.359767126957079	0.27465936520061	0.360849733712168	-0.391113945095747	-0.450181995333364	-0.330698038284385	-0.232994721604563	-0.388515967504847	0.268606404410695	-0.241092515891429	-0.261249537006303	-0.363300643104828	-0.229445334787392	-0.314888592290846	-0.372285005206464	0.272635114110108	-0.342229750571986	-0.251571608115593	0.3173961130074	-0.20998406523198	0.25215035652179	-0.278061945072472	0.240476654584452	-0.314484448999203	0.351849148040033	0.21548440564616	-0.272425804811292	-0.334334144338989	-0.36091050904107	-0.294647595651564	-0.251683860181573	0.199644432423072	0.208215242244862	-0.315281265332087	-0.251736183643997	-0.266149501442365	-0.340101655226595	0.180514633247883	-0.31977828084449	-0.195542422479964	-0.239347665230357	-0.231821133860303	-0.242416024792713	-0.326948761041538
KANNAN_TP53_TARGETS_UP	-0.244297812939352	0.24673655385134	0.229301696442727	-0.227441160546683	0.336628145455496	0.216989731664037	0.223355727961454	-0.252757830169123	0.341260049467125	0.249261073796729	0.293743686612838	0.184288630769631	0.421388226806384	-0.280045875603218	0.266314097204999	-0.16122347233609	-0.32257706163503	0.267265598865099	-0.182803306655304	-0.215423945573792	-0.36844872085517	0.275530126623372	0.442407669877824	0.282743877179106	0.293705428556025	-0.260203085684098	0.250713179974827	0.32456308402023	-0.19894897586843	0.314750294050752	-0.316249544848578	0.308520203935226	0.337312675942812	-0.268809023827865	-0.27672851363416	-0.24404173253726	0.228984860933295	-0.260641937750092	0.322835939121598	0.255683733220911	0.18816478388964	-0.189982479734644	0.272336901934904	0.267460865365419	-0.322327947961373	0.375977635590604	-0.243506881657933	0.394414022560461	-0.256258438571831	0.18433735470927	0.421335775313923	0.239614355608742	-0.260986695743801	-0.291040382840197	-0.216199356930737	0.198747166188036	0.232559721727237	-0.371314643258642	-0.226686586565668	-0.309220775445498	0.198975785415239	-0.3393979446532	-0.299652302371302	0.254672912900079	-0.276308221938515	-0.279554686485429	0.250676850827973	-0.419470221463294	-0.205319352741577	-0.21169577331462	-0.27022873954727	-0.415465051077961	-0.33185024297826	-0.289174017095112	-0.248247046260613	0.261369269255986	-0.37571199529324	0.221736292218947	-0.230264155886654	0.21668175747574	0.177172555636845	-0.192184427615072	0.174666462296709	-0.24815847403287	0.311820467203167	-0.242258391715618	0.208002626262031	-0.358513795035945	-0.268797234152783	0.196892692980623	0.28948173772196	0.249841848850032	-0.182656987196243	0.216151548167299	-0.259486725181379	0.244731432267398	-0.303202214707473	-0.43958696683233	-0.338920511333963	-0.240656969374411	-0.211737807181899	-0.257532959528286	0.192686062877227	0.245958486478596	-0.406302541737934	0.202986354237764	-0.290378464874257	-0.361976861814195	0.20607679839714	-0.378880647934381	0.234366394465332	0.339673192936627	0.217762147401784	0.238362100189208	0.262777516421795	-0.269737454622642	0.323193929761409	0.304380569080099	-0.356577741738361	0.323492024765711	-0.287134758051206	-0.253393665304614	-0.33207463529622	-0.291490221438866	-0.313040148423227	-0.270269416064339	-0.352416954041238	-0.232375429054059	-0.287052437095878	-0.210473831984409	-0.269832297252209	-0.301680457513665	0.246914260492144	-0.175032346757207	0.172617620023453	0.232289332974945	-0.21124552253463
MYDness	0.164352650262971	0.291940501165373	-0.400341921517141	-0.236531746137557	0.498181191674585	0.186878626325435	-0.402245119025021	-0.293249663452251	-0.147252757563999	0.405938277277528	0.295897522382245	0.318583968135589	0.623642273834159	-0.352410888268299	-0.252517502720896	0.47581484820859	-0.156766738603684	0.485921644998048	0.164582368782524	-0.216333398837127	-0.341463062155248	-0.327897418471493	0.600340380582141	0.135817917741925	0.567457218797181	-0.249848257948575	0.213450445560963	0.569259303571162	-0.366869921729951	0.585169007076327	-0.32610433039502	0.230595001413192	0.472413745525659	0.22020825944348	-0.406780878304883	-0.324039102673127	-0.254042882177643	-0.232255887325753	0.19602934307662	0.281913683225493	0.273640887368482	0.206294330073698	0.134639964655714	0.337058161569637	-0.417017686604101	0.31261195136334	-0.310459442777214	0.43580512988637	-0.411019475086064	-0.420463263098025	0.518244312391339	0.464904289590094	-0.383827037546027	0.253520274789786	-0.27056088882209	-0.394112066356791	0.349288237641099	-0.380981116437342	0.179197962730597	-0.436356227466115	-0.252484948896239	-0.366038460238402	-0.317802877343968	0.502265307129905	-0.196748154291749	-0.325664230123015	0.335748582894948	-0.37420334373893	-0.413429410148831	0.303257688708207	0.457084277191362	0.312300438361262	-0.499203215567065	-0.416833611834433	0.395905687486398	0.173909698952072	-0.193148176154283	0.422857720569886	-0.430194558172037	-0.131589451427122	-0.330020611156874	-0.355763752953873	-0.327663037408537	0.460267823966243	0.364473855090504	-0.15729209407231	0.283079906560798	-0.247456761065887	-0.332960638730134	0.530724442903785	-0.321536584904862	-0.310529035581881	0.48747926851814	-0.169330168443245	-0.167316418069824	0.481483826838068	-0.340393180084282	0.342509954901679	-0.370425985929659	0.157362203189501	-0.439023433872059	0.280336138178941	-0.359712998062782	-0.415299964992745	-0.389379025606039	0.339374327330106	-0.344308367748226	-0.436496004392513	0.196988471741867	-0.472361931397778	0.349623792869612	0.608597760385282	0.352914810499458	-0.450490031523284	-0.400805824815473	-0.404459856340282	-0.244894812546837	0.655492245034957	0.362119003475404	0.18932907894482	-0.244982428780773	-0.214219232198377	-0.510128656026683	-0.378080321124682	0.244224397915414	-0.153815125445921	-0.202185608452516	-0.276349363291299	-0.208882757456697	-0.323184559623145	-0.276312228416511	-0.363911683737383	0.377287553034513	-0.224185597687559	0.362873258081506	-0.271753399858024	0.16190877268838
