Gene	B cells	T cells CD4	T cells CD8	T cells follicular helper
C9orf117	57.86687213	52.8293039	50.89855862	81.9655975
C9orf131	28.49586216	37.2393216	35.26505677	25.76374137
C9orf135	11.71795808	12.29936697	14.73598464	10.89530294
C9orf135-AS1	12.20735672	13.9740238	14.10132325	11.96554062
C9orf142	82.07855295	262.7562998	356.3635757	214.8665265
C9orf152	8.467067214	9.127095832	9.175533895	8.636996979
C9orf156	160.557544	203.6251815	152.7571522	342.1582412
C9orf16	160.6518959	576.0357381	544.2861644	1104.706916
C9orf163	64.40456536	72.37429079	69.30907466	56.61621607
C9orf169	47.87391987	47.82021002	52.69210382	45.48217253
C9orf173	37.45203815	40.10458375	43.80031074	43.16168978
C9orf24	29.32134332	23.78281306	24.55111559	26.56699626
C9orf3	58.76129794	59.7677638	70.51931435	74.01968414
C9orf37	96.90996335	70.53320025	81.12288498	109.8296694
C9orf40	111.8851359	58.8832388	61.69900004	58.38680378
C9orf41	13.5288908	14.94330192	14.71232431	16.70632141
C9orf43	16.27354747	16.70741365	16.10540021	16.51931432
C9orf47	17.67414408	19.07407326	22.54077673	16.37387714
C9orf50	34.88890437	32.41779515	33.92210329	33.54242416
C9orf53	21.10266899	21.09878423	22.2998681	22.19502127
C9orf57	9.834975761	11.6717805	11.21902636	8.825446416
C9orf62	32.07117866	37.03795728	31.73278038	34.82885907
C9orf64	288.7324866	151.8431471	167.5440984	136.0960427
C9orf66	20.56597585	13.15581012	13.56507505	13.63929732
C9orf69	178.3607223	243.7294952	274.6979815	361.708957
C9orf72	48.31969466	47.72363558	39.09522359	50.83299496
C9orf78	327.7982172	434.07943	433.0386641	396.0732638
C9orf84	12.1059279	11.79647212	13.73891885	11.62951769
C9orf85	215.2581756	265.5527288	220.570861	265.5298755
C9orf89	126.5217308	156.7692601	153.6737645	137.7965537
C9orf9	34.78953669	30.72837416	29.53596685	29.08213521
C9orf91	193.7359426	114.7220368	86.31952269	133.2571514
C9orf96	16.59382041	18.94666341	17.60439811	17.01468688
CA1	36.82924648	45.35303354	43.69435121	38.72933473
CA10	11.84204177	12.78730575	14.14055496	10.61462445
CA11	29.32646164	71.84124387	72.7312569	83.07029529
CA12	21.83482	23.38610053	24.11938145	20.8841534
CA13	47.25082475	30.66833196	37.82868013	26.07508752
CA14	27.27673931	38.01148535	37.2233939	27.01849292
CA2	16.3522923	22.30344941	15.41330196	12.31587382
CA3	9.893574192	9.554652899	10.20893693	8.854000773
CA4	23.4608822	26.14744208	25.11276349	27.26914078
CA5A	18.83944824	18.36045815	19.87396722	17.80923332
CA5B	30.31881603	37.5808249	39.04162131	37.31338911
CA5BP1	74.61553965	94.49983431	86.11419669	103.3067857
CA6	16.61728268	18.14152683	24.83340187	15.05777241
CA7	43.81346658	44.15367305	46.29855134	37.0740466
CA8	22.46448754	35.01747603	22.05619624	134.6922278
CA9	29.93085284	33.14248734	38.89145847	28.91844011
CAAP1	263.8073737	250.4442862	185.9519384	187.089925
CAB39	725.2397205	1319.482336	978.3512968	765.877132
CAB39L	68.25649089	48.55520651	55.47700386	41.97783618
CABIN1	118.8546122	227.4959944	250.5536119	340.2447499
CABLES1	43.59464188	42.97613681	42.44175186	40.99947436
CABLES2	123.4841349	158.7918288	171.0063941	178.6588949
CABP1	17.99654347	17.81792065	17.90851142	17.81707382
CABP2	31.13990372	31.60546769	36.17504571	37.21760077
CABP4	30.07081705	27.35568345	33.28063015	30.87224784
CABP5	17.88812589	16.43298626	16.08166462	15.6213903
CABP7	17.97371064	16.92662781	15.40003836	17.09813264
CABS1	8.366588966	9.121980662	8.845265999	7.661922589
CABYR	13.04758744	14.35848496	14.40360921	14.55409042
CACFD1	175.5198778	154.2474374	169.4676329	178.0979688
CACHD1	12.25219819	15.38130193	15.76168058	11.50114703
CACNA1A	73.50217063	50.44806246	55.35454312	58.72261931
CACNA1B	20.47075011	19.78718433	20.90122481	19.01790643
CACNA1C	16.04242187	17.61566505	19.25973264	18.63287952
CACNA1D	13.7098385	13.80062617	15.03976054	14.68235203
CACNA1E	12.9146402	12.85698595	13.81018518	12.01990397
CACNA1F	29.56728519	33.66591014	32.29704286	34.24764648
CACNA1G	22.16298767	22.95973614	23.36525229	23.54712765
CACNA1G-AS1	18.32932038	22.98426827	24.4027516	20.0018329
CACNA1H	53.45860648	49.08736663	44.96775605	74.89139725
CACNA1I	31.86503298	44.41080672	44.19011109	40.83902741
CACNA1S	26.49435079	27.7109929	30.10649674	31.66110163
CACNA2D1	19.77754322	19.32010629	20.72338919	17.66920839
CACNA2D2	79.25736895	84.67241265	87.28750714	142.2633167
CACNA2D3	15.33707501	23.43038844	15.23055058	13.93635818
CACNA2D4	25.37781666	39.35281274	33.02634825	37.78669169
CACNB1	25.91801404	29.46175214	31.56379954	31.24109869
CACNB2	20.74810455	19.51365332	21.42926735	18.57186729
CACNB3	34.74476107	42.53503529	39.46936475	38.59063809
CACNB4	14.17412903	19.4148931	20.16577443	12.84425277
CACNG1	35.05216592	33.31382976	37.40606131	33.21546989
CACNG2	18.81400272	20.23410636	19.66761962	17.73714494
CACNG3	17.59886848	18.61265531	19.32555595	14.42260887
CACNG4	16.48127102	15.71091899	18.22624899	16.79937092
CACNG5	14.83081057	17.983773	17.92159749	16.26802506
CACNG6	57.81336701	57.14078858	54.49591882	60.32250437
CACNG7	35.93777843	30.6993569	32.77013996	29.05694723
CACNG8	27.82332052	30.2615439	32.33249129	25.04892399
CACTIN	60.3044931	80.28368516	75.72761583	91.3653332
CACUL1	116.0360285	76.07600874	88.19849096	125.0112396
CACYBP	334.8430179	426.1664238	394.9552155	678.1702087
CAD	111.074455	140.4393572	208.4193135	118.1655818
CADM1	24.0948099	278.2756297	907.5456459	144.2260491
CADM2	9.782493467	9.928950773	10.12190253	9.345297811
CADM2-AS1	8.85670757	8.245052978	9.571715677	7.96861303
CADM3	29.44544348	32.83806154	34.3193573	31.20267083
CADM3-AS1	17.10680524	17.11329144	18.46268038	15.97093828
CADM4	14.79578172	15.872838	16.3586447	14.72337627
CADPS	12.268211	12.98180929	13.1904353	14.27507909
CADPS2	22.33386318	31.1808678	33.46661194	22.62618541
CAGE1	8.089320952	8.299986394	8.651602817	7.686496105
CAHM	45.39297905	25.38223225	20.37068326	24.35449593
CALB1	10.93932292	10.90400166	12.08036138	11.04564954
CALB2	23.71308781	26.75301857	25.29436352	23.71223836
CALCA	15.70982222	17.24688707	19.88239142	17.27115644
CALCB	11.81464654	11.60625573	11.92868369	9.776304903
CALCOCO1	106.7298988	209.9109802	193.9840468	266.3796626
CALCOCO2	220.5918445	238.0127698	260.3853067	177.8888604
CALCR	14.4172446	14.14105734	14.40438809	14.41486715
CALCRL	15.95108239	15.32606003	16.413182	14.66879947
CALD1	16.87173351	15.74782776	16.23910307	13.29226975
CALHM1	32.8217947	41.5874439	36.8941856	28.05849891
CALHM2	50.32341673	238.2342547	151.5242753	146.9269443
CALHM3	25.70709356	21.83627248	23.88283562	19.74569652
CALM1	1371.5803	1670.032441	2153.763762	1646.543375
CALM2	11202.84872	10315.46579	8649.371597	11086.80044
CALM3	250.3695587	455.4947331	402.6786837	712.965755
CALML3	19.50641236	20.86928078	24.03385153	21.52557658
CALML4	35.35210596	29.31278728	26.26059039	41.0002426
CALML5	15.14348644	12.24593197	13.45062934	14.27771923
CALML6	28.97491723	29.3307101	30.3173557	26.61416343
CALN1	12.72046225	13.81246488	15.33696964	12.97250945
CALR	116.0363389	143.9835105	147.1722937	308.0558618
CALR3	13.2783375	13.72941182	14.97749632	12.54296987
CALU	74.7477844	69.94736933	80.22252592	76.03322802
CALY	14.73916761	14.25797213	18.6342037	12.53738999
CAMK1	50.33459478	62.64687885	45.31108842	102.7649439
CAMK1D	35.04474934	60.11794156	52.19484186	44.75180394
CAMK1G	15.79452224	17.03104742	15.71646153	16.64455096
CAMK2A	31.11323994	39.6555903	40.24328795	29.45037218
CAMK2B	25.69322877	27.0132966	28.20745689	26.11663623
CAMK2D	1076.68243	265.1120806	270.0017855	253.9346985
CAMK2G	101.0447181	135.6943921	134.6595264	131.0285243
CAMK2N1	20.05404202	29.02262669	27.5347494	63.79365602
CAMK2N2	38.10768279	37.85669777	38.64409378	41.78360219
CAMK4	42.22562344	193.3377279	231.4990927	76.84442491
CAMKK1	57.68174723	72.10815562	77.50860674	60.55545783
CAMKK2	58.21303395	59.0436039	64.26130106	63.14886218
CAMKMT	59.84734254	72.46233569	67.34907445	65.79014609
CAMKV	29.55146778	33.0907526	37.96795609	27.89728
CAMLG	1273.497982	914.5077813	1188.054251	1481.867695
CAMP	63.23605963	34.76031575	36.45639308	34.05024153
CAMSAP1	37.15126157	47.94419287	38.4419907	51.6964145
CAMSAP2	29.77543892	42.70938337	31.94844474	35.12267345
CAMSAP3	16.88040831	17.53158753	18.55974534	18.6463352
CAMTA1	114.8771749	100.8555681	110.4262987	105.8674082
CAMTA2	94.0436954	126.8444296	140.6796616	102.2657733
CAND1	424.7298835	443.5646154	351.3496723	348.823951
CAND1.11	16.67712677	18.08902684	21.22075957	16.79310047
CAND2	45.15354253	53.13467666	45.37972734	56.83350989
CANT1	174.6455451	253.8215129	246.2282031	278.4252217
CANX	481.5045738	487.9469762	557.6083825	357.188992
CAP1	3440.427386	2929.354712	3333.253792	2856.81705
CAP2	14.68116493	16.84612319	19.66958623	15.98470908
CAPG	240.3383284	128.7527901	102.4114804	41.43409105
CAPN1	145.2439843	161.9685283	183.4728734	138.1718576
CAPN10	57.55366048	79.9903719	70.12282184	96.99263133
CAPN10-AS1	16.78168136	14.15453147	17.70401228	12.97623839
CAPN11	35.9974219	33.86914929	38.71815324	28.79644983
CAPN12	164.2400699	51.55453403	98.34814797	38.94506675
CAPN13	15.49439249	15.05284632	16.99141574	14.38349047
CAPN14	17.82322072	10.94598604	10.53728499	12.09595572
CAPN15	42.04499564	70.43868683	79.41372013	117.3031273
CAPN2	267.7615855	1532.605511	2883.163443	98.93809333
CAPN3	55.49056674	93.22105691	133.6319315	76.34063787
CAPN5	28.95458604	30.67347362	38.1065921	28.98298014
CAPN6	13.32245513	14.08592166	13.27702753	13.57255352
CAPN7	332.4778573	372.7809393	260.9037514	324.3288759
CAPN8	16.60468672	16.52974443	17.26430894	15.23901446
CAPN9	11.84833698	13.40553963	13.25911547	11.68699744
CAPNS1	420.391629	973.9098338	1013.628252	987.8229077
CAPNS2	32.37452117	30.14293111	30.90829987	45.71462966
CAPRIN1	153.684926	130.8176117	124.1283297	93.00199679
CAPRIN2	234.7711595	424.097167	397.8807081	324.839109
CAPS	47.26854736	53.24447322	54.99656487	85.25990224
CAPS2	11.32453323	10.87149891	11.82107517	9.231856188
CAPSL	10.2787004	13.26037801	13.14891389	11.22987626
CAPZA2	1300.965315	633.3413782	531.3002889	764.4246518
CAPZA3	10.10360579	10.06352635	10.23742698	8.986047049
CAPZB	1167.952426	1262.287367	1249.587438	1894.626106
CARD10	25.57432574	22.12032075	24.04317956	26.203409
CARD11	520.0939043	484.9905721	584.0591776	382.2607243
CARD14	20.55577004	20.41292411	22.77118982	19.90505186
CARD16	240.0863052	1070.958772	754.2865868	443.4542002
CARD18	11.03173059	13.61205638	15.87333702	10.56334709
CARD6	149.2347662	201.3877915	105.6837795	134.8928412
CARD8	400.7772339	574.5301793	486.3667507	532.5917513
CARD9	23.40215012	29.84628515	20.67845138	28.28512523
CARF	76.81305614	53.17044487	40.8660885	47.01546994
CARHSP1	150.1628054	180.1910828	183.3515447	319.209878
CARKD	349.9314826	478.1382898	394.9482524	558.4553731
CARM1	163.8726922	108.8244693	130.1883583	192.0340525
CARNS1	39.43430174	88.65912605	112.538281	125.4964685
CARS	232.4519875	208.6335626	236.5916789	160.4214296
CARS2	141.7273871	145.3310935	132.7007975	115.9140266
CARTPT	75.70375607	69.30750435	64.88306752	59.84677728
CASC1	10.60052626	9.573527075	10.43565874	10.12598353
CASC10	40.95657375	39.55552467	43.67632229	39.07593301
CASC11	13.2242	14.6544488	14.60551472	13.56917654
CASC15	17.9838037	17.85363892	19.78419278	17.79068633
CASC16	11.63733419	11.35649538	10.9917799	13.28479673
CASC18	14.04479511	13.14759661	14.93642764	13.70831545
CASC2	9.586604182	10.38515469	11.33326521	9.169024687
CASC3	327.7242523	373.9804282	379.6396369	426.8474459
CASC4	2111.97116	1901.919111	1942.47563	1490.161858
CASC5	36.519646	15.96296725	17.2618842	17.50680848
CASD1	276.2083969	482.8591753	269.444543	668.7216717
CASK	93.87427204	139.9641336	110.0877428	98.34761595
CASKIN1	34.03778125	29.03238577	32.02953595	29.56165981
CASKIN2	27.25461491	26.29889474	30.71371816	29.52881698
CASP1	156.0581392	770.8571301	478.80044	126.6204023
CASP10	23.80840838	31.95148007	31.53879478	23.37485512
CASP12	14.34140161	19.20350654	16.6675005	53.51537776
CASP14	13.83284743	14.81029289	14.99051764	14.11261643
CASP16	18.63878805	17.04311169	20.39550887	18.37722107
CASP2	110.0093401	57.29555129	62.55602182	75.5501218
CASP3	447.0057202	357.3772105	410.0809923	594.0481779
CASP4	440.7808823	951.4893421	1008.506299	619.0382108
CASP5	25.85178273	23.93834951	26.91431385	29.96874327
CASP6	208.2323891	423.7588389	235.158415	314.6175304
CASP7	110.7044282	95.67445327	150.699255	51.75953035
CASP8	158.0368619	280.8367293	195.3072472	138.2341431
CASP8AP2	318.3062977	348.1789312	248.4140126	232.5061177
CASP9	152.2618441	205.5244822	118.2305524	228.2559967
CASQ1	11.96901948	13.91929565	14.68060054	13.73472287
CASQ2	22.48158748	24.71361524	26.94155289	20.09725698
CASR	23.9839672	26.35273972	27.27365615	25.60147733
CASS4	11.42964643	15.88026909	15.80247484	15.7064136
CAST	802.9401451	742.7996947	735.6802852	372.9836425
CASZ1	54.97532846	40.8200386	61.14305747	48.12360543
CAT	909.3179412	600.5531008	529.6923457	345.7557479
CATIP-AS1	23.17596425	25.65163969	25.33615641	18.49390752
CATSPER1	19.64781406	14.80730657	17.38537759	19.6107648
CATSPER2	19.21342799	17.51286101	15.42862222	28.37909085
CATSPER3	17.12118462	14.30482616	18.31961417	16.90766362
CATSPERB	11.82477001	18.79328639	19.27671971	26.53783654
CATSPERD	10.90680314	11.37440623	11.84311558	10.22927435
CATSPERG	13.88002361	14.17577181	16.23396834	13.94782779
CAV1	16.78496252	245.5738467	541.788761	510.5237643
CAV2	14.01616007	17.00001748	23.02424856	15.26866848
CAV3	39.77726068	41.75666927	39.61827737	42.69360795
CBFA2T2	59.4968693	79.3117333	62.73791905	73.31629491
CBFA2T3	352.0071397	49.32768447	76.87065148	32.87679735
CBFB	544.4081213	520.8544384	459.4408203	341.5389524
CBL	190.398488	190.701756	208.8927463	170.0753575
CBLB	564.4497793	395.6005684	732.4168162	567.6089206
CBLC	21.5436202	19.10221381	19.7904257	23.27529206
CBLL1	281.2073079	169.2712173	157.5074007	256.6259021
CBLN1	11.04604963	12.47462527	13.36652328	14.71791074
CBLN2	20.43967619	24.1872099	20.82314916	19.22636368
CBLN3	80.76162023	35.51950662	35.95642683	47.23657017
CBLN4	11.89208315	12.89088554	12.93714315	11.70790182
CBR1	82.13202419	97.11151819	79.96325222	86.92924987
CBR3	60.9614418	63.51328681	66.53162296	81.29543331
CBR3-AS1	67.74034497	65.47570481	69.52108539	69.07587466
CBR4	493.2400285	205.6367227	183.8515488	220.359223
CBS	21.66697865	23.44398804	21.99471838	21.63912611
CBX2	31.78951711	27.51667015	29.67144759	30.09695289
CBX3	1969.207292	1847.695741	1589.198921	1361.751112
CBX3P2	10.0273567	9.511717358	10.09325456	8.467340879
CBX4	204.310776	357.9065848	369.2860208	423.0992373
CBX5	112.23488	196.0351725	156.3234735	117.6401713
CBX6	209.9274962	489.6526034	619.2081233	589.1964154
CBX7	802.4944837	879.9786039	714.470554	919.5212297
CBX8	29.22650797	35.39237685	33.23931585	31.91812359
CBY1	101.0219832	103.5454307	87.51858652	167.2036228
CC2D1A	44.59310189	52.0307958	54.12031176	63.57617461
CC2D1B	91.20975498	146.0634647	115.8904641	180.4225454
CC2D2A	14.37287505	15.06704401	15.56747004	14.88001642
CC2D2B	19.66044004	26.19888991	30.09205968	18.04554588
CCAR1	779.1760866	706.7234162	637.6729391	736.7352954
CCAR2	145.9583857	181.1565053	178.2096527	340.146613
CCBE1	12.359011	13.51373067	15.97093992	12.44714809
CCBL1	94.64206891	119.4882232	111.8617248	81.84380807
CCBL2	584.9985866	790.5546494	693.1568129	598.2297234
CCDC101	178.6794407	216.8472547	304.129368	168.446444
CCDC102A	63.98066231	27.17590299	51.69575926	30.42567505
CCDC102B	10.78846732	13.20334421	13.45570381	11.61106483
CCDC103	33.7607383	28.97733134	29.2211699	37.59155748
CCDC104	100.0075214	340.6891651	194.7678059	420.568954
CCDC105	25.72690114	30.23398479	28.11848218	20.69880205
CCDC106	43.38299027	26.88586774	31.58681998	26.05733722
CCDC107	204.4592954	117.3944624	147.930203	144.9446296
CCDC108	14.95971352	18.12276612	21.26307454	12.69841792
CCDC109B	767.2709411	1258.581431	1118.625219	1172.682514
CCDC11	13.73588219	12.23348639	13.3036122	12.38948453
CCDC110	9.275830789	10.17688642	9.730147157	8.960709201
CCDC112	95.55882672	32.3518764	43.58544374	16.90227875
CCDC113	12.33248158	10.04599933	9.790410854	9.311404225
CCDC114	21.51597324	18.05634024	18.86857385	23.11645102
CCDC115	858.6516751	383.289517	375.9866416	545.9110434
CCDC116	22.68682318	21.92717566	26.40000686	20.11897842
CCDC117	204.9867986	89.38263771	85.83598118	219.7047825
CCDC12	1215.880708	1085.35616	1156.190836	1003.775342
CCDC120	52.95466385	45.98871335	43.80301231	49.60135273
CCDC121	34.4955831	32.67913148	29.8820484	29.21882375
CCDC122	15.95479178	11.10244182	11.72044687	10.05207091
CCDC124	49.8775327	105.9721529	122.241733	111.0774654
CCDC125	56.76179144	40.2657867	26.72605963	53.42482172
CCDC126	234.068218	110.1148358	98.06939684	51.86082636
CCDC127	233.4811509	231.7019297	279.0993771	280.3274521
CCDC129	15.17274026	14.90351583	14.96775917	14.74950606
CCDC13	25.90166691	23.0729162	22.12066306	23.85949449
CCDC13-AS1	11.24366619	10.02482138	12.11741761	9.237922312
CCDC130	188.043949	221.7174397	227.5574556	218.8452409
CCDC132	56.61494994	47.77964926	42.02321151	52.30497969
CCDC134	52.67696575	54.7854195	53.90857677	70.18602784
CCDC135	20.16033991	21.10060988	20.5231305	18.58537371
CCDC136	30.10891971	36.2449092	31.40789126	63.26642732
CCDC137	190.2776324	147.9959785	130.2859609	275.0305167
CCDC138	93.82393298	51.09639599	47.29797234	49.66527595
CCDC14	84.09126863	111.8964983	111.3276332	102.4422366
CCDC140	10.83295296	12.29165115	11.33719682	10.47823188
CCDC141	169.8761308	88.12070883	267.2815096	29.27384599
CCDC142	54.21002975	18.07637223	16.98833697	28.83740667
CCDC146	80.3881319	70.96469595	118.1270224	93.14267815
CCDC147	14.48475733	12.45875872	11.79888527	14.41268728
CCDC148	11.03139102	11.98514689	12.37725113	11.00301708
CCDC148-AS1	12.00211108	11.3623717	13.06470066	11.53753311
CCDC149	21.49364549	23.5858818	21.84109151	28.9055603
CCDC15	22.80821655	24.23519265	28.1537944	25.80588296
CCDC150	18.21940109	18.07718159	20.88823671	18.35251181
CCDC151	14.51874779	17.01386705	17.18361788	15.05786244
CCDC152	25.78212226	14.81731028	18.55314739	16.38389149
CCDC153	17.36795638	17.25664984	16.6887214	17.80631978
CCDC155	18.47123209	18.42670943	20.2779307	15.17401481
CCDC158	9.661675279	10.1585673	11.36707498	8.718117536
CCDC159	72.74500497	111.7579879	108.6206591	153.370164
CCDC160	8.321446275	8.66083504	8.606464414	8.453055693
CCDC163P	77.18442287	140.4857523	132.5183733	66.3637507
CCDC167	226.714936	356.7739386	324.9999487	458.1105504
CCDC168	10.71902676	11.3426864	11.41678829	10.81613555
CCDC169	12.14428451	12.87690059	15.26784107	10.84587697
CCDC17	29.2879414	32.65842382	32.31462238	46.50582178
CCDC170	16.11464218	17.56435659	18.85089286	15.21185927
CCDC171	14.1045789	14.66049398	14.98162059	12.37653702
CCDC172	13.61314154	14.16875531	14.69362088	14.29349733
CCDC173	14.89433114	13.59272514	14.59967171	18.94007809
CCDC174	136.2246916	106.6608891	91.31328609	142.4543436
CCDC176	23.52853771	35.32572347	41.52406413	24.69325039
CCDC177	19.20317179	21.44080738	21.56927616	14.83163843
CCDC178	37.45991176	39.45944342	44.75007872	34.81091343
CCDC18	82.8706749	26.65890897	25.52890628	34.62905301
CCDC181	11.11731415	11.05822243	12.67023453	11.49949068
CCDC182	16.29177632	16.49068997	17.81926263	15.3264132
CCDC19	47.44541722	54.42118792	52.98153941	52.35679039
CCDC22	147.9259995	108.9234696	129.0842005	137.6761103
CCDC23	333.9043994	296.3331049	243.7315874	302.7539571
CCDC24	66.23867067	48.77357222	56.2405612	66.81904341
CCDC25	238.4339938	259.2424901	238.3597469	218.4964113
CCDC27	36.41420116	36.91244805	40.6768017	30.24187781
CCDC28A	502.5678324	613.4808681	503.2605915	786.6036661
CCDC28B	107.0129288	70.45504627	88.76185658	64.43292031
CCDC3	93.98663219	95.55500103	81.53799489	95.02007504
CCDC30	11.6209877	12.18315538	10.88890745	12.13697816
CCDC34	50.6661186	61.06790767	68.6579195	55.83147278
CCDC36	22.34723293	21.26136806	22.91284956	19.49044061
CCDC37	39.12310839	35.80538559	42.38320766	41.63907747
CCDC37-AS1	16.35986314	16.11319285	17.23890014	16.08412437
CCDC38	15.92968904	13.63625558	11.88131653	16.73275834
CCDC39	8.868616933	8.764402986	9.40590709	9.00015049
CCDC40	23.03169366	21.2020712	22.99559303	17.83039492
CCDC42	23.61488865	23.88881238	26.32486638	23.40396933
CCDC42B	92.75356442	88.89990873	102.0051257	104.2674811
CCDC43	230.6176379	192.3351288	218.3147739	238.0361479
CCDC47	399.3992622	214.6679001	205.4367494	393.8630815
CCDC50	213.3920112	180.3194945	28.58909338	163.8492106
CCDC51	144.9339965	104.0227431	121.1625343	78.16764003
CCDC53	1175.601198	714.0202028	896.7114188	634.5023326
CCDC54	12.55139547	13.49744055	13.38000016	12.91028801
CCDC57	53.65571503	56.15440141	61.29578004	63.65786918
CCDC58	262.6575519	137.9242122	119.432152	182.505468
CCDC59	635.9149026	522.7821549	613.847598	1106.98882
CCDC6	392.0830357	372.4021628	256.1753283	626.711269
CCDC60	51.15553597	49.53331992	56.32054334	56.08195331
CCDC61	30.68699764	33.60211824	33.18351363	48.54182825
CCDC62	31.12625711	24.51036434	25.61163281	24.50371605
CCDC63	27.91911568	24.08064507	24.93719769	28.92739901
CCDC64	96.45858376	174.084057	293.4125055	206.0558385
CCDC64B	33.67075984	29.2843825	30.62424662	31.9133205
CCDC65	11.21540276	13.60604983	13.66335127	11.02442992
CCDC66	87.18853673	235.9003255	117.8273837	147.3922314
CCDC67	8.787687524	9.009246316	9.742362587	9.023767624
CCDC68	11.17491218	13.43650672	12.92093095	10.55659691
CCDC69	1132.484803	398.1285355	478.4411338	562.1818634
CCDC7	21.65327517	23.37714157	25.77003653	23.04456528
CCDC70	14.80263107	18.16348996	17.61110145	16.1682148
CCDC71L	144.3007206	126.2809885	94.46203531	157.4915096
CCDC77	57.56397286	25.27742777	27.89208325	30.74056749
CCDC78	12.29133864	12.00804613	11.557705	11.93645197
CCDC79	12.8781176	13.54815065	15.07839179	10.81056099
CCDC8	18.45874723	21.41112454	19.33192252	18.78577789
CCDC80	28.23967627	33.51755744	35.0134687	28.38163528
CCDC81	14.89095062	19.59144381	18.48509243	69.4822382
CCDC82	195.3483436	170.0754364	143.2149936	164.5851897
CCDC83	9.236261228	8.698785502	10.49905102	9.487753768
CCDC84	498.5602458	696.9570949	713.0534014	741.4046215
CCDC85A	22.07053386	17.91696385	18.86608927	16.09653198
CCDC85B	105.0269847	107.8237568	127.9627417	114.7277762
CCDC85C	41.07181805	43.74341077	45.1751862	48.88154129
CCDC86	172.6419476	167.4622147	220.1359385	211.512348
CCDC87	22.14009954	22.55838505	25.7872281	21.57378306
CCDC88A	112.8543406	32.54370242	24.10721352	28.44950865
CCDC88B	199.2516966	226.9669458	269.4429319	416.1509594
CCDC88C	363.6614071	358.1593329	323.2429545	569.6699569
CCDC89	9.437144669	9.599478071	10.47688474	9.110350326
CCDC9	75.54711648	77.6124035	85.9269068	109.7784369
CCDC90B	791.2497073	693.4173303	680.5874338	495.9700446
CCDC91	408.5642918	534.5123921	492.7486195	415.0161035
CCDC92	197.0413934	373.2746465	389.7427535	657.4322734
CCDC93	143.4371785	138.3910245	119.3398685	164.3493445
CCDC94	225.1789178	222.1880765	221.535505	341.7897154
CCDC96	51.08529239	37.10425361	37.87386054	60.73953053
CCDC97	111.3471305	93.48439073	90.85775656	104.089074
CCER1	18.88229803	20.86188796	18.54293856	17.45253207
CCHCR1	64.37098129	61.09295262	55.30504392	106.88497
CCIN	32.90483753	33.50289325	36.4181372	25.12262768
CCK	18.88740479	22.21474888	21.84849661	18.35756832
CCKAR	26.56835878	25.90379602	28.83480767	21.26113213
CCKBR	19.2752601	19.70989291	18.93318097	17.8385371
CCL1	22.79127362	17.79426831	18.37387161	20.57420867
CCL11	12.41156624	12.06213863	14.00724669	10.47102143
CCL13	41.97636732	41.95545099	47.21479558	39.243944
CCL16	14.59953226	17.37648448	18.81719643	14.4833404
CCL17	123.9315158	44.39802331	48.56196316	29.65115233
CCL18	35.75006862	35.61932212	35.97424835	33.57441067
CCL19	21.24786164	23.73261716	21.49603468	24.03476496
CCL2	16.61904429	16.90267261	20.30416389	11.57733663
CCL20	16.37781049	34.12606165	15.50276029	23.20390125
CCL21	32.9070809	37.01705169	37.32585328	34.27360669
CCL22	260.9754563	41.11624241	47.15750815	42.72813468
CCL23	12.80294951	12.17736627	12.97157853	12.80400577
CCL24	22.03566246	22.09191464	25.56422052	22.11092087
CCL25	12.48575213	14.11927992	13.66847332	12.32738323
CCL26	11.88086922	12.52282836	10.97824157	11.88421388
CCL27	13.49615544	12.431323	13.64899657	13.92197807
CCL28	60.04609683	31.56858419	39.07867107	30.32202288
CCL4	187.063272	937.7151591	7367.60707	69.37388463
CCL5	24.25596107	428.7368649	9328.407735	35.16137684
CCL7	10.46529251	10.61650256	12.23881085	10.28318811
CCL8	18.04040308	19.98616254	21.62292987	18.16870145
CCM2	712.5157461	761.6595	730.1685608	632.1174047
CCM2L	23.39233199	24.70654736	20.00440928	24.49763644
CCNA1	9.840052097	10.9494188	10.61097766	9.727861749
CCNA2	111.7375901	54.44477701	108.5363633	41.13032922
CCNB1	107.6949035	55.9884362	62.84206103	48.37475328
CCNB1IP1	654.6657865	492.7577898	568.6645562	463.3913859
CCNB2	274.0559502	128.6878903	180.8151621	96.3342386
CCNB3	24.90776121	21.97424722	23.49134459	28.55682231
CCNC	1377.995441	1522.820481	1363.635597	856.1789365
CCND1	24.24817296	26.5237637	18.73949224	44.61506165
CCND2	28.8220799	219.052857	197.411216	162.7699428
CCND3	823.8447434	1812.114237	1471.794253	3224.733787
CCNDBP1	1613.048529	1647.676126	1582.525403	1371.11942
CCNE1	72.20325845	71.40055955	79.4643389	80.05739851
CCNE2	50.74299279	21.53168941	24.61543082	59.7363132
CCNF	54.02771867	52.43462547	50.09533861	51.62527313
CCNG1	1747.783799	1927.729516	1884.824675	1234.3972
CCNG2	451.628961	268.4307932	173.7501105	122.9269981
CCNH	560.1911073	614.1283821	701.604248	987.0565229
CCNI	4957.95997	4776.320108	4206.811079	4610.317934
CCNJ	89.81183681	31.34404093	32.79339318	58.05911931
CCNJL	15.55841374	22.23284074	23.71754586	15.23342288
CCNK	271.3461964	315.0993926	307.0962039	474.3450676
CCNL1	2182.000226	4266.61377	3886.753756	2951.465307
CCNL2	238.2416153	401.671551	364.2594194	402.3460385
