Gene	B cells	T cells CD4	T cells CD8	T cells follicular helper
MYOT	9.93057943	9.516420789	11.60822748	8.440298579
MYOZ1	25.80889298	26.71637508	30.97410223	24.58511212
MYOZ2	9.612772754	11.05151706	11.41668767	9.917062495
MYOZ3	19.13846295	20.27842439	20.36871846	16.60203612
MYPN	19.15780415	19.16638232	22.65902544	20.5623349
MYPOP	99.93742841	109.4057578	84.98686569	219.0190407
MYRF	16.21639483	16.2256431	14.55096553	15.69319461
MYRFL	12.52320311	14.59642148	12.83888961	9.450389232
MYRIP	10.34081625	10.96268135	11.48596155	11.06351753
MYSM1	63.18630989	46.52495219	45.83030381	56.40939285
MYT1	24.36342767	23.83744518	25.58105652	22.31557456
MYT1L	12.8948486	12.88658136	12.26474616	12.56576875
MYZAP	28.68605649	30.82766967	31.88898619	23.67605055
MZB1	341.4636892	72.98537828	41.7883806	19.44630385
MZF1	266.6652074	282.8586486	273.7383257	433.8637082
MZT1	250.4500022	182.8156796	207.0750788	201.007919
MZT2A	1427.159764	957.1480287	771.3753928	782.0144759
MZT2B	1300.522081	1316.187783	1255.529855	1022.119503
N4BP1	239.8203328	420.8391844	407.3917472	435.6033705
N4BP2	146.9994718	127.1880199	134.176689	108.4535037
N4BP2L1	121.0116201	127.275999	102.8298483	171.6484509
N4BP2L2	374.5506376	495.0706121	344.0348955	423.3959826
N4BP2L2-IT2	69.19406021	39.80181945	27.86988035	81.36673001
N4BP3	25.15163075	16.85981799	16.90834245	18.89501364
N6AMT1	34.6020741	33.02718241	26.76343239	36.1704698
N6AMT2	108.9724561	122.786188	115.6740819	133.966844
NAA10	310.9634209	327.7306682	349.3429977	468.7306678
NAA11	13.32697904	17.34820027	15.75590117	12.32755224
NAA15	232.0743084	160.3896993	180.0139357	111.2977863
NAA16	133.8969371	198.3603112	133.4924565	221.1713279
NAA20	458.1285042	520.483859	436.2276077	435.6881834
NAA25	187.9529012	74.93198466	92.1919559	93.20999498
NAA30	247.5305705	333.8482031	284.132164	417.0243573
NAA35	165.229413	198.1312567	182.025631	200.8674002
NAA38	731.9953858	343.5557684	370.6164227	573.3852913
NAA40	169.7815966	155.6140285	150.0192164	218.2157715
NAA50	138.9662581	90.12811482	110.5396645	45.72732865
NAA60	240.9187591	347.3988759	386.4723953	429.6905236
NAAA	117.5595057	159.796348	119.1528229	87.60856111
NAALAD2	8.887150946	8.638499158	9.03506334	10.72676485
NAALADL1	57.66079234	120.7725215	110.7896468	161.1623135
NAALADL2	12.40199857	12.06147192	13.41303619	11.59927976
NAALADL2-AS3	8.171285417	8.487385952	9.593241443	8.159586452
NAB1	137.9957867	432.1595868	364.9333238	588.2260319
NAB2	48.96538999	80.83159177	65.60305963	87.66300233
NABP1	80.05552675	347.2680412	110.8142275	212.2861853
NABP2	41.69561187	60.06647529	65.59995025	88.05175
NACA	9543.062323	9445.074353	9123.241233	9510.253714
NACA2	15.12840884	15.20178328	16.04568065	15.39120517
NACAD	29.19469404	25.28773781	28.81223635	25.58007635
NACAP1	8839.95792	7656.427595	7905.511209	8652.734589
NACC1	76.29397639	76.5870693	82.18066147	75.15029454
NACC2	34.80857774	148.3121096	132.9876503	184.6512475
NADK	106.4945911	95.92459439	86.28354252	87.96854835
NADK2	66.20051308	50.81653558	51.1777893	47.29865506
NADSYN1	197.1459057	247.4933488	213.5201067	400.2340154
NAE1	793.8382717	1405.863304	1344.003398	978.4906165
NAF1	272.7487247	88.56981635	109.8720313	693.1087113
NAGA	85.32483723	187.0010967	146.0946054	159.1899057
NAGK	794.50194	644.9214474	331.1644175	518.0406548
NAGLU	78.14909588	49.53289766	67.34984971	61.26869382
NAGPA	188.1045515	214.3164626	214.1208113	240.2325383
NAGS	32.19694957	29.19287974	28.7963786	24.11658964
NAIF1	101.4486413	113.9293548	106.5031172	113.1292171
NALCN	11.16920111	11.53089111	12.74197781	10.09561029
NALCN-AS1	26.67438764	30.95990238	33.00289061	25.06883737
NAMPT	233.270753	285.446265	217.2362077	172.8476704
NANOS1	16.92513773	12.91255304	12.71289027	21.51541171
NANOS2	12.94248492	12.98497318	14.23742257	12.10593408
NANOS3	68.92318682	76.44398657	94.94110686	88.84623962
NANP	61.66481244	52.49482385	39.69392629	98.52859648
NANS	337.3199671	193.7340545	210.0358533	345.0139021
NAP1L1	886.6751595	855.3753446	806.3317671	967.0892273
NAP1L2	19.17637808	188.5991452	143.8479044	212.0012659
NAP1L3	58.10604192	197.2326838	111.135361	275.5162033
NAP1L4	369.0048232	577.900681	531.8095834	590.6711976
NAP1L5	86.73952145	108.3205646	105.8704866	185.1091956
NAPA	44.64383939	236.594595	220.2861606	205.0741975
NAPA-AS1	32.02537022	34.89655813	41.97649024	35.45901429
NAPB	153.6717501	109.3788365	90.32645731	143.9064448
NAPEPLD	94.09376331	57.85308477	44.11288126	38.00310553
NAPG	199.7210272	108.7431563	110.3875871	171.8975293
NAPRT1	125.4802411	208.2404771	168.7604743	158.9791349
NAPSA	64.58485637	51.82092216	67.3357146	53.40328295
NAPSB	1382.02844	57.59680021	25.97106311	14.00735923
NARF	677.1952176	723.6738624	664.916454	818.8012364
NARFL	131.4070873	136.0554572	143.6668981	159.4668005
NARG2	62.12944223	55.94044367	50.61347125	41.26606167
NARS	1506.005578	1766.48595	1487.800282	1137.25394
NARS2	294.3261268	251.9668253	266.4034191	188.5716979
NASP	243.8340711	151.9700281	193.6015493	218.2630116
NAT1	298.4895486	212.377826	181.9920658	314.2079097
NAT10	357.5488272	365.7757214	368.0006862	277.5803475
NAT14	58.62445867	48.1578521	76.899723	113.7703172
NAT16	32.08894779	34.28966722	35.55282269	36.8974042
NAT2	19.62916101	20.10911517	22.00660338	22.46634288
NAT6	71.18356152	78.89189747	86.8347695	86.48173457
NAT8	15.61586009	13.85628239	14.96507506	12.33638846
NAT8B	19.05144229	16.15777016	16.25110006	18.96867408
NAT8L	45.24648381	45.28989234	49.73460925	47.60471082
NAT9	150.1280102	142.2752231	103.6690688	186.4577156
NAV1	25.6130165	36.23214657	32.9169327	34.44524769
NAV2	45.67906868	50.96218748	49.9269402	46.04041133
NAV2-AS4	32.32299714	29.02897946	37.54803008	32.34800155
NAV2-AS5	12.43657837	14.01183597	17.53242022	12.70917054
NAV3	12.90107277	13.75869346	14.78607938	11.84117892
NBAS	101.3623433	91.31938436	91.06701772	82.7371525
NBEA	138.720961	36.96237009	30.49230734	46.04450788
NBEAL1	21.7716546	24.8032106	29.41360128	22.56545569
NBEAL2	91.65157466	184.9776424	144.1349947	162.1414472
NBN	413.3309444	238.5432428	232.6364647	242.9386444
NBPF3	29.91668983	28.96931602	31.05532484	32.41583571
NBR1	433.970787	856.8031856	657.2896609	551.8063112
NBR2	109.6628634	63.52590183	60.64988228	74.8530207
NCALD	32.30757457	462.3746109	374.4482098	399.0418527
NCAM1	19.95684646	19.62980888	20.97681936	17.92775118
NCAM2	8.6711198	10.06101746	10.66395918	8.782138536
NCAN	21.56751344	18.11477189	19.81743263	22.19193294
NCAPD2	255.5601736	287.2951089	328.6961346	197.5108579
NCAPD3	212.1353614	290.8317225	304.3118996	351.2530876
NCAPG	129.9343314	68.98450434	88.80010884	50.15311454
NCAPG2	92.32000222	80.78916042	96.30541647	105.1701417
NCAPH	64.28991893	72.52350646	103.2556898	87.28008139
NCAPH2	69.812144	73.8632607	81.12575221	87.79746473
NCBP1	65.06532876	52.18371788	49.72411323	45.64585236
NCBP2	461.1417557	400.5854523	327.2372014	332.4134861
NCBP2-AS2	605.2776231	557.1493088	661.6294332	794.1069581
NCCRP1	30.62523002	26.71665742	29.28854218	33.61866032
NCDN	50.25001107	67.84094223	63.49346298	82.44209565
NCEH1	58.07409693	16.92338489	30.40636837	26.37163842
NCF2	24.20001265	28.3658932	19.91823869	16.58139174
NCF4	584.452005	236.1485922	37.79028644	141.7249879
NCK1	134.1096265	211.0616349	182.0417442	239.4230617
NCK1-AS1	84.47641076	121.7722708	104.1133588	114.007555
NCK2	868.838032	809.2832685	775.8156196	925.7802187
NCKAP1	45.3846416	170.3686634	100.8754391	253.1228357
NCKAP1L	625.9907227	244.8697965	222.7388312	744.0638037
NCKAP5	8.379166124	8.785011772	8.438052553	8.141506702
NCKAP5L	34.63171296	47.25229477	41.00446809	63.17074666
NCKIPSD	35.94087502	39.31500736	42.03036881	52.56954193
NCL	5757.21241	4974.418286	5440.092415	5710.454075
NCLN	95.39776026	95.06255104	100.6706847	134.1402376
NCOA1	289.7703811	612.6176975	718.4440227	765.6904769
NCOA2	39.86105085	64.24316494	66.40189402	33.40976228
NCOA3	1407.456494	392.6675511	344.9380574	232.5278985
NCOA4	2717.394711	3140.862947	2418.566094	2520.974353
NCOA5	138.4486311	107.449344	106.7573279	183.1127726
NCOA6	465.3934195	510.7316482	539.7147785	581.1156914
NCOA7	754.2928657	1058.038428	661.3926272	1678.073571
NCOR1	218.3080314	198.4441789	211.792777	186.9766833
NCOR2	41.07915679	46.6194939	47.66108151	52.77620059
NCR1	21.6108205	21.21083055	23.7829116	21.88320116
NCR2	37.20741141	42.98470412	46.70026007	30.36818333
NCR3	63.4031044	73.03317615	75.47066094	55.26931898
NCRNA00185	13.09491609	13.13256107	14.51555664	16.32370698
NCS1	28.3867114	31.94588643	35.44000166	30.15630701
NCSTN	143.2180196	229.0735076	184.9959563	203.8177917
NDC1	187.9160059	121.6798828	116.277109	167.011058
NDC80	108.7718654	135.2086498	187.8601457	89.17952514
NDE1	133.4146198	103.1134096	113.7285785	80.49369171
NDEL1	428.7982144	521.5291491	567.5088815	856.1900345
NDFIP1	262.1188541	994.9270891	732.1104475	814.8691704
NDFIP2	229.453196	521.8256858	645.0340122	436.4883246
NDN	18.3017646	38.26694587	25.66082397	35.26580472
NDNF	20.53346182	20.11957389	23.06293432	19.88307784
NDNL2	400.7709595	349.2013404	363.6760696	605.9371484
NDP	10.59778659	15.6946117	13.79408231	20.21592459
NDRG1	235.4563361	851.9499294	537.4057525	989.3928106
NDRG2	50.66471078	63.10890771	64.47723029	48.80464309
NDRG3	128.2389599	207.9825347	157.2096596	182.6405277
NDRG4	52.652153	26.60538846	27.7910941	25.0500874
NDST1	47.43197178	43.94901006	47.06225562	42.0204792
NDST2	153.6531449	176.9894405	169.2487667	200.8608837
NDST3	10.83346153	11.78844904	11.557705	10.65536143
NDST4	25.42047139	26.38647226	30.47183141	23.87745161
NDUFA1	2479.256323	1722.233553	1845.609794	3002.932752
NDUFA10	58.5921346	50.69420404	47.10138093	47.04520503
NDUFA11	1492.887258	969.8578926	967.0361661	1158.760662
NDUFA12	2122.053463	1636.23115	1532.56238	1967.172806
NDUFA13	2239.998894	1818.206054	1802.553489	2613.940354
NDUFA2	834.5203756	582.5581322	605.473097	922.6820822
NDUFA3	1591.948447	1596.942115	2216.649993	2123.039491
NDUFA4	2554.342718	1903.998429	1853.295632	2139.693424
NDUFA4L2	25.48633409	22.63092262	23.13568157	22.63439492
NDUFA5	791.9029062	739.5772207	661.8580432	454.6831795
NDUFA6	356.5522104	508.5430588	475.1433602	611.8567383
NDUFA7	288.0974479	189.3786052	232.0305945	270.7964165
NDUFA8	532.0129807	669.8442148	747.3419783	500.6419388
NDUFA9	644.5724521	751.3333841	793.8223543	607.4182619
NDUFAB1	2636.802408	2081.48292	2245.046352	2643.506676
NDUFAF1	475.6293617	480.0564289	449.8430007	360.0561045
NDUFAF3	480.1020406	467.5450574	436.3465695	358.270179
NDUFAF4	176.8147537	182.9862121	169.1407097	191.969166
NDUFAF5	77.30445989	71.94358804	76.63464947	108.6838261
NDUFAF6	119.8776248	72.98900571	75.11723663	85.63672204
NDUFAF7	136.5557173	101.2027086	79.53579344	116.0222885
NDUFB1	3616.095322	3721.297142	3148.741548	4291.150431
NDUFB10	959.8032857	696.4037844	792.9719592	820.3450314
NDUFB11	1948.141159	1162.861202	1177.258869	2135.654837
NDUFB2	2306.554084	1913.393153	1399.825631	3293.014073
NDUFB2-AS1	56.34767646	83.9937576	90.458151	95.76065274
NDUFB3	2556.064501	1850.200203	1963.40455	2303.758971
NDUFB4	196.4195167	122.0110631	117.65687	186.3828042
NDUFB5	1457.267871	1437.404769	1196.346744	1175.781868
NDUFB6	480.7061841	467.1276804	467.1363038	579.5184297
NDUFB7	592.9944468	410.7187792	444.9261964	473.6916889
NDUFB8	230.5283039	166.9817568	178.9508196	291.5871046
NDUFB9	1073.926997	1040.411891	1010.672909	1139.550652
NDUFC1	166.5492015	143.6096672	155.2183406	148.4815362
NDUFC2	219.3029491	224.4630078	214.2677914	191.0348216
NDUFS1	224.6132044	138.3386786	136.9400791	111.314907
NDUFS2	823.3665908	610.9549195	724.9046446	484.7191408
NDUFS3	592.8583141	408.7903953	383.5752678	656.4350148
NDUFS4	533.3844564	336.1517455	327.2199825	529.8519273
NDUFS5	1334.311587	1421.566433	1381.112584	1938.151483
NDUFS6	1389.174052	1531.11226	1682.639413	1348.774449
NDUFS7	572.1909427	347.804555	401.8996135	476.9555002
NDUFS8	465.7902324	260.3268737	301.4241428	472.2162047
NDUFV1	842.7491052	938.8862487	1050.160768	1041.091235
NDUFV3	146.5991644	138.7925309	135.163013	139.2255591
NEAT1	324.1172938	463.7613325	396.1181205	829.2583475
NEB	18.4194307	14.4023519	15.2715509	14.86167426
NEBL	17.05466021	22.29087816	21.87439794	18.34348785
NEBL-AS1	18.14514711	16.34027945	16.44380039	17.64337487
NECAB1	8.470211556	8.479987066	9.019093118	8.750290753
NECAB2	56.26712112	50.66044022	50.55800349	48.41449773
NECAB3	82.64572568	106.8582688	89.57451135	164.1774957
NECAP1	323.6542604	252.4036888	209.127616	585.2032642
NECAP2	604.0751967	733.0011947	559.6280316	508.8668532
NEDD1	281.5181339	190.3651538	167.6344404	232.2269789
NEDD4	24.26943473	52.53411247	25.76080348	54.40559963
NEDD4L	74.23758015	35.76069733	35.59778704	30.85995229
NEDD8	1926.950344	1577.077152	1725.498853	1907.081815
NEDD9	188.9501643	179.05977	154.558525	386.88655
NEFH	13.41083622	21.52741107	31.57517996	23.3906133
NEFL	9.899187332	17.07185241	15.38360161	10.30124021
NEFM	12.31332983	15.80331119	14.90352703	15.54046589
NEGR1	9.718058948	11.35880321	10.3512416	11.23101279
NEGR1-IT1	16.86109687	36.16342047	37.7698798	16.71520538
NEIL1	167.1535412	70.35052651	69.61756771	71.66220245
NEIL2	94.36761177	118.3094681	121.7212487	123.8352167
NEIL3	28.74234561	53.6338081	53.48796025	81.92587688
NEK1	155.2439137	98.91691657	128.765557	99.27220072
NEK11	31.30073419	38.35187524	39.98945412	27.74785075
NEK2	33.9341657	29.76809562	26.4845306	25.53246866
NEK3	47.95043243	93.1730611	34.13637284	122.3732683
NEK4	374.7935886	258.9051822	240.4749046	317.3034665
NEK6	237.2707179	41.97171682	36.33112352	40.47091456
NEK7	1209.127664	1910.467332	2742.130304	1166.652511
NEK8	334.2450099	138.1293681	123.2850698	107.4471406
NEK9	129.451774	154.3660323	149.3007111	109.4511639
NELFA	220.0248634	192.6204961	190.4550286	267.1276034
NELFB	287.8163397	285.3958841	289.9575005	416.5212584
NELFCD	521.5627672	567.3704785	868.1736825	527.7981054
NELFE	570.113632	727.8571147	807.4591277	588.3906753
NELL1	26.26906626	36.92421286	37.78157961	21.91408775
NELL2	35.04623235	1108.10971	2617.23834	34.46276047
NEMF	480.4240531	297.7703388	254.2344099	293.8505993
NENF	222.6786297	205.6060112	202.4341579	235.8208614
NEO1	64.92645482	95.68701061	66.5306893	157.152452
NES	18.54989815	20.83912993	21.00305741	22.98494073
NET1	291.944201	128.129157	66.39455224	179.4702637
NETO1	10.78599792	10.85430212	12.3739473	10.87188529
NETO2	54.86232156	266.2515074	54.33544609	635.107765
NEU1	164.7199067	252.0981456	316.0874775	1750.239772
NEU2	23.28774977	20.13435251	19.42472959	19.82901218
NEU3	31.08181974	32.52701392	32.75929631	29.86508487
NEU4	74.90888145	75.82895988	86.29235055	99.0736338
NEURL1	22.91986475	28.26872156	29.37910315	23.37511284
NEURL1B	30.6053406	27.97101668	29.87281131	33.44149286
NEURL2	19.58656309	24.13475521	22.84795288	19.0091081
NEURL3	43.00142861	44.97057759	42.0968303	37.58370503
NEURL4	106.1111973	90.76427761	94.42239323	150.893108
NEUROD1	10.84742773	12.09589956	11.75613856	10.41075702
NEUROD2	25.31725661	23.55297118	23.39616329	22.82385139
NEUROD4	20.90491769	23.79431136	26.37198447	24.85172119
NEUROD6	22.13758159	29.43458612	26.39431882	21.86565611
NEUROG1	20.18020132	21.22144097	22.95633751	18.5832675
NEUROG2	9.549299065	8.985930607	9.222953634	10.22228629
NEUROG3	16.7252031	13.93372614	13.35026868	16.53049064
NEXN	17.95595074	14.62554956	18.85523125	13.8166115
NEXN-AS1	8.290749911	8.638548759	8.748020683	7.469197569
NF1	45.50825002	57.39317958	47.60223726	45.66035099
NF2	21.64412544	21.71070813	22.21152708	25.7686505
NFAM1	48.13039666	52.008577	53.19988685	43.18881537
NFASC	20.57849474	19.97052551	22.40186934	17.6503104
NFAT5	346.0059868	219.4988797	278.0746549	361.1705446
NFATC1	189.0581966	252.2287307	198.0935198	327.7961693
NFATC2	153.6288393	205.3288451	231.5389789	253.0883248
NFATC2IP	398.8439398	460.6517358	446.8265	500.9346537
NFATC3	371.4199715	391.722138	565.9358312	261.1134769
NFATC4	31.56564765	30.04184226	29.94597132	29.83017154
NFE2	12.18736587	12.37664295	11.05552547	12.80283002
NFE2L1	304.0024514	305.4713361	297.0054859	326.2598775
NFE2L2	550.127679	502.7980663	459.4461675	702.8675933
NFE2L3	29.46514104	87.67528572	73.98019896	44.75853619
NFIA	29.21657297	95.81450654	43.20380252	233.4418293
NFIB	18.01139459	19.1922957	21.40691497	17.5906442
NFIC	30.69134738	26.52000178	26.59065576	61.76468665
NFIL3	70.10860015	51.70081245	353.3328021	262.0397887
NFIX	39.39954477	42.61371975	40.63750097	50.18057898
NFKB1	738.5265986	983.6200437	991.5896813	721.4691176
NFKB2	90.85645984	152.205593	165.9835476	157.0452208
NFKBIA	1110.183557	4220.209424	6691.899925	5751.693672
NFKBIB	97.4117057	97.13171411	139.2045443	189.0924216
NFKBID	59.64687364	127.0208257	85.41159087	293.0902283
NFKBIE	254.0540849	163.8900979	166.7530387	143.9786403
NFKBIL1	105.5351777	70.93892725	66.84791511	120.1735362
NFKBIZ	1243.301824	2214.781206	2430.804818	1430.22646
NFRKB	101.925019	141.1795154	121.5241393	150.6508636
NFS1	48.21650401	56.48336893	42.41274904	53.9507079
NFU1	859.7720542	579.9493115	576.0236813	615.8550661
NFX1	152.3379394	128.2006666	112.5888941	81.38104417
NFXL1	112.9424308	93.6517664	82.04645666	114.3803567
NFYA	126.3358907	132.180987	119.6342995	138.5930531
NFYB	143.4567195	137.188538	118.7156079	80.08678129
NFYC	120.2497767	127.9966574	121.577435	133.7963684
NFYC-AS1	66.03157542	36.89771975	45.57510921	26.04948335
NGB	41.40551809	34.95009642	42.87320646	40.50361758
NGDN	457.8896201	435.3137625	419.6042932	577.8431933
NGEF	11.00848712	11.49144338	12.39773314	11.8782281
NGF	45.82362557	36.42298865	43.06342994	38.6881144
NGFR	21.77769607	21.01112174	21.38893924	23.46810478
NGFRAP1	478.4311344	1157.763385	1597.094738	446.8327567
NGLY1	1389.140276	1007.27863	943.0871059	881.8170532
NGRN	621.6067206	582.7168504	592.9440903	728.2330769
NHEG1	14.43130735	16.22249249	15.81632954	15.34132036
NHEJ1	91.86789751	109.4721054	107.98578	57.77001536
NHLH1	30.99261795	30.28328124	33.52752895	37.92809558
NHLH2	11.26781835	11.05187341	13.26076892	10.2722896
NHLRC2	17.03033091	9.678208822	8.996885069	10.10284173
NHLRC3	128.7911219	105.6259714	94.604602	91.57777411
NHLRC4	85.40301869	104.9345904	111.1065103	111.4957243
NHP2	998.6567058	767.5063934	759.931836	929.3055816
NHP2L1	963.3276491	743.8034233	735.060527	925.1577923
NHS	14.00371149	24.37537891	17.9487859	17.28670127
NHSL1	22.93970507	23.03336241	23.06320776	26.28724143
NICN1	231.990633	136.4243148	148.4481534	201.7236721
NID1	18.15099447	20.2193563	19.03723615	19.49493683
NID2	16.08681114	16.18535557	15.41128834	15.91066198
NIF3L1	341.1942675	392.2488624	333.0232338	229.2385028
NIFK	428.1555843	352.2333041	325.4178522	397.6309246
NIFK-AS1	96.15879842	104.1747936	94.3729494	86.05703904
NIM1K	14.08756062	17.31295996	19.6196955	13.5334744
NIN	236.5607481	214.1256202	206.7577398	234.8856066
NINJ1	93.78152422	189.3478616	230.5094488	241.0388462
NINJ2	72.74867116	799.3459472	478.0373116	856.5917377
NINL	35.94128464	31.50257196	39.79881489	44.70633659
NIP7	338.9714551	297.0440751	362.3731694	344.5882409
NIPA1	72.39426639	83.27530248	61.85782246	100.8251143
NIPA2	398.5959373	286.4976219	300.3758969	232.0663786
NIPAL2	162.4211223	138.7255816	74.2633527	151.243645
NIPAL3	182.1627066	212.1815553	226.7162118	147.0727759
NIPAL4	33.50460122	34.22226284	39.97578648	39.34722468
NIPBL	486.259916	438.5335515	439.9316813	371.1343326
NIPSNAP1	337.3859297	290.3787692	328.0630122	391.9959253
NIPSNAP3A	238.6793873	95.9063504	58.84356117	60.36800934
NIPSNAP3B	28.97657713	18.92331407	16.81340791	14.4780039
NISCH	128.2898326	187.7986376	162.5299806	219.0359354
NIT1	136.0071904	127.4998235	107.6300468	168.6085076
NIT2	416.6543576	488.1254909	450.7088093	382.4342525
NKAIN1	26.75693275	32.48530845	32.14491758	25.23205285
NKAIN2	10.05706507	10.47976596	10.56987834	9.910553449
NKAIN3	12.76824928	16.66844417	14.53526662	12.40685372
NKAIN4	18.70095467	18.68847211	20.12102029	19.94858597
NKAP	219.1317104	132.1602657	142.9097287	207.4849082
NKAPL	11.57890828	11.4276508	11.80583192	11.63948057
NKAPP1	65.00464154	39.65309813	42.64181383	38.99387161
NKD1	28.80560486	33.58907757	36.37560089	28.2994825
NKD2	32.98445866	25.70129412	27.62989775	28.63981963
NKG7	38.6306873	109.0807822	3966.029638	36.94917852
NKIRAS1	52.01414242	44.09767523	47.10461531	66.55174549
NKIRAS2	142.9170017	108.7723495	107.3271749	154.1244241
NKPD1	55.24652477	48.61928894	49.51676705	47.88800746
NKRF	522.0902426	373.9351784	485.3358453	395.5874902
NKTR	244.204733	289.6258341	253.1819225	271.1707276
NKX2-1	17.50168534	17.37831231	18.12743223	15.9027834
NKX2-1-AS1	18.77643184	20.60761059	22.15219955	21.69474093
NKX2-2	9.244867637	13.20324316	11.01090757	17.48924011
NKX2-3	9.808193561	9.575389276	9.840711777	8.781476534
NKX2-5	62.53564309	51.44280813	57.54669653	79.20442432
NKX2-8	29.2197459	30.61544012	29.2448976	36.54799828
NKX3-1	27.87916513	25.16160818	30.18834585	32.28040249
NKX3-2	16.48439931	21.63126751	19.55178612	15.38171131
NKX6-1	16.31582854	14.12803643	14.24845436	16.83188414
NLE1	36.3883778	36.13953568	37.36765732	33.56506814
NLGN1	8.560877417	9.154125617	10.19060538	8.721388665
NLGN2	57.90926162	62.13712358	75.77528774	74.82007661
NLGN3	25.98014491	24.39540562	27.32965861	28.99813522
NLGN4X	15.04968713	14.7922937	17.1631512	14.38856167
NLGN4Y	15.47144962	16.11372056	14.90790017	22.56886224
NLK	320.8757513	80.39948022	68.23063341	127.5258236
NLN	31.77270687	27.64239213	30.13939837	27.6478797
NLRC3	574.9218815	1454.470238	1614.959396	970.5953878
NLRC4	18.95330765	19.86449942	17.1496675	16.35129379
NLRC5	463.7877728	2001.791098	2976.184799	1857.776795
NLRP1	51.88565635	244.0434537	197.8802201	186.8384821
NLRP10	12.51005226	13.32030864	16.42086179	12.02564708
NLRP11	32.38443005	14.48642815	15.07215269	15.66629476
NLRP12	24.59680375	23.54754522	25.39713887	25.52222285
NLRP13	35.17661838	30.437051	29.10918319	32.67872212
NLRP14	36.04226345	31.55445312	35.06331981	33.60102342
NLRP2	49.40491401	72.87306666	96.54999636	123.8184552
NLRP3	14.15871661	21.02454014	25.14650255	14.56713691
NLRP4	17.15569684	14.46230511	12.85417618	13.94277261
NLRP5	16.92513773	15.86205442	18.12777337	13.86548732
NLRP6	14.10732188	15.06435314	16.21633221	17.87090292
NLRP7	24.61847788	26.63344989	25.09917986	22.86426054
NLRP8	35.89512011	34.11010768	33.14499096	43.12316378
NLRP9	27.68654874	20.03363319	25.65887745	26.6337671
NLRX1	63.68764262	81.35650458	86.03188115	81.10251767
NMB	75.94747417	368.3023906	444.3955787	694.5436175
NMBR	11.60314657	13.06611251	14.79097827	10.3515187
NMD3	523.0775402	529.8646725	476.3725416	359.015303
NME1	987.0165895	561.0805222	452.5061468	722.4188052
NME3	358.7800645	435.1672317	330.3186339	657.3288621
NME4	118.5754574	185.0817754	175.8928204	99.8007758
NME5	14.02460926	14.80809444	15.80866294	12.80399057
NME6	149.3952996	86.39585239	78.52313315	123.4631229
NME7	48.16949335	214.8936395	100.55582	87.42040118
NME8	9.625634904	14.22284627	14.59906969	10.69321109
NME9	14.15691033	13.95503502	12.02996017	12.88589023
NMI	612.8788578	802.5033636	812.2438476	775.3045797
NMNAT1	28.22429228	28.08295901	25.39056826	28.94741318
NMNAT2	14.73847565	14.76591801	15.30912658	13.11240947
NMNAT3	40.60283655	41.35509155	42.25426745	38.87132165
NMRAL1	305.6157159	402.2833944	455.9256721	391.9766307
NMRK1	237.8898868	850.7129896	538.6718084	1011.029071
NMRK2	29.78071533	29.05514121	36.07956475	32.49676549
NMT1	189.8373698	202.2216634	208.8362231	165.3274145
NMT2	19.50465759	321.7403687	264.8931229	156.0684595
NMU	15.93208553	27.15509869	31.98950995	17.99289899
NMUR1	20.85322124	23.93488873	27.39848742	20.63551142
NMUR2	17.06871614	23.95778793	23.32685449	18.01885056
NNAT	20.04394514	21.36333282	23.0019651	20.33478337
NNMT	31.51939866	34.36131156	27.84408398	24.26479011
NNT	207.5833223	161.7109907	161.0723792	113.3271732
NNT-AS1	230.4505062	152.5410465	169.4593534	141.5680189
NOA1	687.3980464	679.0723424	680.1806703	661.9104963
NOB1	369.3408381	418.2255334	486.4275943	247.9998985
NOBOX	34.56254801	35.13800106	39.77815986	34.46999902
NOC2L	78.8820642	108.2779062	104.6670943	132.5611561
NOC3L	447.5320385	342.5263805	300.6529577	225.2012228
NOC4L	130.4036479	111.6190675	130.6312521	170.7035721
NOD1	96.23442746	90.09353787	105.0321982	64.3690124
NOD2	35.68618336	275.8403218	551.5518625	105.5657495
NODAL	18.6799916	19.67685353	19.12046667	18.96873848
NOG	12.34375381	24.24795646	57.63862492	14.44081781
NOL10	226.8885624	221.0917771	225.7822777	249.3674991
NOL11	821.3411644	878.4648475	812.9663611	722.9194499
NOL12	110.5861262	90.9074529	96.22664123	131.1910839
NOL3	28.69958167	27.24383895	30.0379407	26.95537252
NOL4	14.274271	17.16790485	18.22886816	14.57118626
NOL6	53.90472846	63.11587514	61.3087396	58.52847241
NOL7	1676.363988	1393.726509	1435.92959	1324.059497
NOL8	457.4949918	669.8238554	576.6535667	700.6791168
NOL9	297.7430042	273.4805919	267.5278901	176.6889518
NOLC1	162.4878606	190.1024018	187.7360669	145.3562522
NOM1	94.95945867	80.65935248	65.737975	67.1671918
NONO	371.4312481	590.9323805	605.0488637	470.5907411
NOP10	1840.895042	1735.921283	1671.376274	2437.331367
NOP14	196.9863471	246.0297874	275.9188984	275.0508001
NOP14-AS1	32.61929007	30.44249282	33.73660208	37.92859332
NOP16	157.6391802	98.86792326	99.22394999	198.6420409
NOP2	160.7247929	256.342204	246.4070257	215.6554108
NOP56	563.896435	331.6436786	405.0064188	461.7349763
NOP58	2240.370324	2427.637954	2763.743277	3011.165913
NOP9	85.76738397	63.10027283	62.87798961	78.33250693
